epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,model,dataset_size,train/box_loss,train/dfl_loss,val/box_loss,val/dfl_loss
39,560.525,,0.6984,,0.83776,0.74914,0.80448,0.44725,,1.08817,,5.95e-05,5.95e-05,5.95e-05,yolo11l,200,1.05777,1.32352,1.59698,1.7205
40,574.037,,0.69121,,0.82616,0.75061,0.80468,0.45393,,1.07062,,3.475e-05,3.475e-05,3.475e-05,yolo11l,200,1.03875,1.29397,1.58357,1.70689
1,41.7685,,2.66338,,0.02973,0.37777,0.01938,0.00626,,15.0134,,0.00031,0.00031,0.06931,yolo11l,500,1.77942,1.75956,2.31383,2.71111
2,59.8563,,2.0961,,0.0056,0.13576,0.00253,0.00085,,101.854,,0.000614408,0.000614408,0.0376144,yolo11l,500,1.95201,1.95928,3.17475,6.92106
3,78.6961,,2.19252,,0.00498,0.43532,0.00381,0.0013,,inf,,0.000902975,0.000902975,0.00590297,yolo11l,500,1.97296,1.92845,2.5776,11.5249
4,95.8688,,2.1096,,0.06557,0.0969,0.02303,0.00816,,17.7047,,0.00092575,0.00092575,0.00092575,yolo11l,500,1.96255,2.00748,3.08408,4.13705
5,113.516,,1.89654,,0.09618,0.08608,0.02564,0.01002,,7.08973,,0.000901,0.000901,0.000901,yolo11l,500,1.83387,1.89644,2.9099,3.00689
6,131.095,,1.82833,,0.16573,0.32759,0.18386,0.07747,,24.0081,,0.00087625,0.00087625,0.00087625,yolo11l,500,1.82384,1.88481,2.03995,2.29324
7,148.095,,1.796,,0.37669,0.20413,0.16763,0.07087,,,,0.0008515,0.0008515,0.0008515,yolo11l,500,1.79292,1.83397,,
8,165.279,,1.77295,,0.10682,0.0846,0.03282,0.01627,,7.01936,,0.00082675,0.00082675,0.00082675,yolo11l,500,1.77077,1.8451,3.40328,4.31712
9,182.27,,1.79537,,0.58095,0.4668,0.46292,0.21362,,2.07375,,0.000802,0.000802,0.000802,yolo11l,500,1.76438,1.78917,2.00253,2.12004
10,199.472,,1.71626,,0.57213,0.51008,0.54318,0.25138,,2.12626,,0.00077725,0.00077725,0.00077725,yolo11l,500,1.72274,1.7559,1.87536,1.98868
11,216.552,,1.6043,,0.47957,0.41972,0.40802,0.19128,,3.62983,,0.0007525,0.0007525,0.0007525,yolo11l,500,1.69534,1.73113,1.90213,2.10262
12,233.543,,1.60141,,0.44409,0.46778,0.43872,0.21554,,2.71913,,0.00072775,0.00072775,0.00072775,yolo11l,500,1.74397,1.73603,1.76337,1.86787
13,250.292,,1.51601,,0.65581,0.51992,0.5734,0.30643,,1.63676,,0.000703,0.000703,0.000703,yolo11l,500,1.61913,1.67611,1.72531,1.79542
14,267.07,,1.51704,,0.5541,0.55829,0.56758,0.28802,,1.98466,,0.00067825,0.00067825,0.00067825,yolo11l,500,1.59989,1.67327,1.66985,1.72371
15,283.861,,1.50208,,0.63063,0.62027,0.63042,0.31744,,1.69622,,0.0006535,0.0006535,0.0006535,yolo11l,500,1.59331,1.66774,1.62021,1.72069
16,300.785,,1.41681,,0.61401,0.61977,0.65087,0.33301,,1.49479,,0.00062875,0.00062875,0.00062875,yolo11l,500,1.51654,1.59446,1.73436,1.87319
17,317.788,,1.39178,,0.63957,0.65716,0.68571,0.37152,,1.36005,,0.000604,0.000604,0.000604,yolo11l,500,1.54538,1.62102,1.61538,1.68026
18,334.816,,1.34351,,0.7437,0.66797,0.72931,0.38609,,1.31153,,0.00057925,0.00057925,0.00057925,yolo11l,500,1.44568,1.54197,1.64781,1.71271
19,351.892,,1.33639,,0.71189,0.66109,0.71699,0.38519,,1.35894,,0.0005545,0.0005545,0.0005545,yolo11l,500,1.51628,1.60376,1.59974,1.70544
20,368.533,,1.31076,,0.7605,0.66699,0.74243,0.39443,,1.25186,,0.00052975,0.00052975,0.00052975,yolo11l,500,1.4719,1.57531,1.62819,1.71111
21,385.323,,1.28881,,0.7419,0.60939,0.69099,0.37015,,1.34212,,0.000505,0.000505,0.000505,yolo11l,500,1.45986,1.55213,1.6553,1.76978
22,402.163,,1.30112,,0.76866,0.71176,0.76266,0.40789,,1.23679,,0.00048025,0.00048025,0.00048025,yolo11l,500,1.44305,1.52939,1.606,1.70006
23,418.934,,1.23543,,0.78237,0.70732,0.77853,0.42704,,1.14707,,0.0004555,0.0004555,0.0004555,yolo11l,500,1.43633,1.53422,1.56889,1.67033
24,435.665,,1.22525,,0.81151,0.75812,0.81206,0.44762,,1.13255,,0.00043075,0.00043075,0.00043075,yolo11l,500,1.43249,1.55787,1.52247,1.62141
25,452.445,,1.22669,,0.7526,0.72272,0.77145,0.4129,,1.1545,,0.000406,0.000406,0.000406,yolo11l,500,1.48169,1.5625,1.6244,1.69366
26,469.137,,1.1533,,0.83017,0.74225,0.81373,0.45803,,1.09516,,0.00038125,0.00038125,0.00038125,yolo11l,500,1.35414,1.48416,1.51492,1.62064
27,485.867,,1.09444,,0.79366,0.71569,0.79218,0.43976,,1.10639,,0.0003565,0.0003565,0.0003565,yolo11l,500,1.32766,1.44618,1.56639,1.64866
28,502.469,,1.1022,,0.77775,0.7516,0.8061,0.44337,,1.0839,,0.00033175,0.00033175,0.00033175,yolo11l,500,1.34771,1.45787,1.59331,1.70517
29,519.099,,1.12476,,0.83066,0.7939,0.84104,0.4843,,0.98907,,0.000307,0.000307,0.000307,yolo11l,500,1.34857,1.50991,1.47975,1.59363
30,535.834,,1.07928,,0.81753,0.77865,0.83928,0.47921,,0.99262,,0.00028225,0.00028225,0.00028225,yolo11l,500,1.32492,1.46414,1.4913,1.59125
31,553.451,,0.89425,,0.8642,0.77003,0.84539,0.47911,,1.04159,,0.0002575,0.0002575,0.0002575,yolo11l,500,1.27576,1.39598,1.49375,1.59611
32,570.245,,0.87218,,0.83463,0.82672,0.86442,0.50757,,0.91566,,0.00023275,0.00023275,0.00023275,yolo11l,500,1.23425,1.38877,1.44234,1.55907
33,586.909,,0.84033,,0.8832,0.80341,0.87426,0.51217,,0.92685,,0.000208,0.000208,0.000208,yolo11l,500,1.24236,1.38485,1.44946,1.56835
34,603.649,,0.7844,,0.8474,0.82391,0.86699,0.51253,,0.89999,,0.00018325,0.00018325,0.00018325,yolo11l,500,1.1756,1.35315,1.42812,1.5585
35,620.468,,0.76459,,0.86153,0.83549,0.88496,0.52503,,0.87253,,0.0001585,0.0001585,0.0001585,yolo11l,500,1.19253,1.35545,1.41285,1.54473
36,637.275,,0.74853,,0.87687,0.83374,0.88682,0.52886,,0.86945,,0.00013375,0.00013375,0.00013375,yolo11l,500,1.16305,1.33248,1.41205,1.54494
37,654.017,,0.7377,,0.86605,0.84211,0.88898,0.53047,,0.86507,,0.000109,0.000109,0.000109,yolo11l,500,1.14567,1.31156,1.4196,1.55114
38,670.682,,0.72142,,0.86371,0.8385,0.88854,0.53354,,0.8525,,8.425e-05,8.425e-05,8.425e-05,yolo11l,500,1.0958,1.3022,1.40448,1.55658
39,687.395,,0.69733,,0.85871,0.86096,0.89262,0.53971,,0.82207,,5.95e-05,5.95e-05,5.95e-05,yolo11l,500,1.08358,1.27772,1.39893,1.54909
40,704.093,,0.69317,,0.87042,0.85686,0.89271,0.53907,,0.82737,,3.475e-05,3.475e-05,3.475e-05,yolo11l,500,1.0625,1.28183,1.39696,1.5382
1,40.3028,,1.89478,,0.16703,0.35121,0.16684,0.0701,,12.1363,,0.000329787,0.000329787,0.0673511,yolo11l,1500,1.6785,1.70783,1.94801,2.56922
2,70.8465,,1.80564,,0.0551,0.17954,0.02259,0.00771,,48.5873,,0.000646708,0.000646708,0.0343347,yolo11l,1500,1.77798,1.80371,2.27168,4.05137
3,100.062,,1.72115,,0.37044,0.39105,0.31313,0.13178,,3.75887,,0.000947129,0.000947129,0.00130174,yolo11l,1500,1.76801,1.75862,2.06711,2.31755
4,129.224,,1.73438,,0.48967,0.48893,0.46085,0.21064,,2.8479,,0.00092575,0.00092575,0.00092575,yolo11l,1500,1.76383,1.78587,1.91146,2.03751
5,158.433,,1.6567,,0.65756,0.44811,0.50987,0.23492,,2.35226,,0.000901,0.000901,0.000901,yolo11l,1500,1.71103,1.76486,1.8738,1.92344
6,187.889,,1.61001,,0.42884,0.39351,0.37791,0.19035,,3.00339,,0.00087625,0.00087625,0.00087625,yolo11l,1500,1.6801,1.70636,1.88574,2.02349
7,216.895,,1.56699,,0.66383,0.56124,0.65229,0.33821,,1.52883,,0.0008515,0.0008515,0.0008515,yolo11l,1500,1.63853,1.66335,1.7028,1.76622
8,246.042,,1.47856,,0.67942,0.62026,0.62219,0.30642,,1.65906,,0.00082675,0.00082675,0.00082675,yolo11l,1500,1.59384,1.63884,1.67867,1.74902
9,275.108,,1.42918,,0.66141,0.59518,0.67089,0.36098,,1.6253,,0.000802,0.000802,0.000802,yolo11l,1500,1.57008,1.64252,1.67481,1.73987
10,304.035,,1.38893,,0.65057,0.65296,0.66467,0.31942,,1.52306,,0.00077725,0.00077725,0.00077725,yolo11l,1500,1.55616,1.59749,1.73546,1.81129
11,333.042,,1.39921,,0.75325,0.69946,0.74517,0.40476,,1.23236,,0.0007525,0.0007525,0.0007525,yolo11l,1500,1.5208,1.62123,1.5847,1.65464
12,361.982,,1.24311,,0.76444,0.71352,0.77876,0.41746,,1.21447,,0.00072775,0.00072775,0.00072775,yolo11l,1500,1.47531,1.54901,1.5992,1.66607
13,391.094,,1.27694,,0.81827,0.74619,0.80563,0.44036,,1.11899,,0.000703,0.000703,0.000703,yolo11l,1500,1.50009,1.57821,1.58499,1.6376
14,420.437,,1.25033,,0.67627,0.79046,0.77091,0.43974,,1.12827,,0.00067825,0.00067825,0.00067825,yolo11l,1500,1.45663,1.54086,1.46563,1.53877
15,449.479,,1.17341,,0.79478,0.78674,0.81881,0.47264,,1.02174,,0.0006535,0.0006535,0.0006535,yolo11l,1500,1.40454,1.49281,1.46882,1.53442
16,478.787,,1.13672,,0.80021,0.80775,0.84863,0.47828,,0.98363,,0.00062875,0.00062875,0.00062875,yolo11l,1500,1.42861,1.51674,1.49217,1.56488
17,508.107,,1.09697,,0.83079,0.80374,0.87447,0.50016,,0.94191,,0.000604,0.000604,0.000604,yolo11l,1500,1.37784,1.49235,1.49404,1.55535
18,537.3,,1.12475,,0.83888,0.77344,0.83616,0.49169,,1.00173,,0.00057925,0.00057925,0.00057925,yolo11l,1500,1.38406,1.50403,1.43459,1.53427
19,566.559,,1.09801,,0.88951,0.818,0.88131,0.52669,,0.89459,,0.0005545,0.0005545,0.0005545,yolo11l,1500,1.39605,1.50158,1.39571,1.49948
20,595.373,,1.05621,,0.76223,0.84899,0.8631,0.5099,,0.90573,,0.00052975,0.00052975,0.00052975,yolo11l,1500,1.35977,1.48031,1.42216,1.503
21,624.526,,1.057,,0.85151,0.81899,0.87546,0.52944,,0.87911,,0.000505,0.000505,0.000505,yolo11l,1500,1.34537,1.46657,1.39254,1.48147
22,653.672,,1.01937,,0.86151,0.83571,0.88879,0.53339,,0.83234,,0.00048025,0.00048025,0.00048025,yolo11l,1500,1.29877,1.44294,1.38149,1.47949
23,682.99,,1.01305,,0.88656,0.81505,0.88704,0.52765,,0.85429,,0.0004555,0.0004555,0.0004555,yolo11l,1500,1.30089,1.44097,1.39502,1.48473
24,711.78,,0.96331,,0.86685,0.85183,0.89279,0.53612,,0.83944,,0.00043075,0.00043075,0.00043075,yolo11l,1500,1.28887,1.4294,1.3913,1.47396
25,740.766,,0.93888,,0.8716,0.85475,0.89692,0.54935,,0.78652,,0.000406,0.000406,0.000406,yolo11l,1500,1.26048,1.40893,1.37997,1.47703
26,770.179,,0.94594,,0.88438,0.84604,0.90318,0.55487,,0.78138,,0.00038125,0.00038125,0.00038125,yolo11l,1500,1.27693,1.40883,1.36437,1.45215
27,799.743,,0.8749,,0.88274,0.87762,0.91458,0.5619,,0.75324,,0.0003565,0.0003565,0.0003565,yolo11l,1500,1.24081,1.37622,1.35481,1.44918
28,829.206,,0.90073,,0.86419,0.86701,0.90352,0.55847,,0.77376,,0.00033175,0.00033175,0.00033175,yolo11l,1500,1.21923,1.37954,1.34808,1.4404
29,858.949,,0.86125,,0.87319,0.88392,0.9111,0.56748,,0.74669,,0.000307,0.000307,0.000307,yolo11l,1500,1.22942,1.3617,1.32608,1.42452
30,888.475,,0.86918,,0.89931,0.8699,0.91448,0.56563,,0.73475,,0.00028225,0.00028225,0.00028225,yolo11l,1500,1.22433,1.3798,1.35086,1.4436
31,918.924,,0.69574,,0.8912,0.8824,0.92336,0.57363,,0.73516,,0.0002575,0.0002575,0.0002575,yolo11l,1500,1.17127,1.35667,1.32691,1.42448
32,948.888,,0.66504,,0.90766,0.89867,0.93429,0.59002,,0.6977,,0.00023275,0.00023275,0.00023275,yolo11l,1500,1.15557,1.34091,1.299,1.40395
33,978.482,,0.62006,,0.90888,0.89295,0.93485,0.59849,,0.67647,,0.000208,0.000208,0.000208,yolo11l,1500,1.14336,1.32071,1.30311,1.41143
34,1007.56,,0.61147,,0.91844,0.90507,0.93578,0.60455,,0.65976,,0.00018325,0.00018325,0.00018325,yolo11l,1500,1.12139,1.31535,1.28769,1.39673
35,1036.62,,0.59602,,0.90164,0.90632,0.93435,0.60659,,0.66062,,0.0001585,0.0001585,0.0001585,yolo11l,1500,1.10487,1.2971,1.27022,1.40039
36,1065.54,,0.579,,0.9002,0.89628,0.93342,0.5969,,0.66633,,0.00013375,0.00013375,0.00013375,yolo11l,1500,1.08496,1.28679,1.29528,1.41617
37,1094.4,,0.57318,,0.9067,0.91786,0.93292,0.60506,,0.64294,,0.000109,0.000109,0.000109,yolo11l,1500,1.0718,1.26506,1.26976,1.39365
38,1123.02,,0.56193,,0.91395,0.91429,0.94062,0.61811,,0.62676,,8.425e-05,8.425e-05,8.425e-05,yolo11l,1500,1.04511,1.27465,1.26218,1.38578
39,1152.0,,0.55081,,0.91424,0.9124,0.94188,0.61747,,0.62775,,5.95e-05,5.95e-05,5.95e-05,yolo11l,1500,1.04378,1.24018,1.25057,1.37765
40,1180.6,,0.53295,,0.92104,0.91736,0.94171,0.61999,,0.61479,,3.475e-05,3.475e-05,3.475e-05,yolo11l,1500,1.0166,1.23231,1.24889,1.37178
1,60.9596,,1.67447,,0.20932,0.20659,0.13346,0.05941,,4.2572,,0.00033156,0.00033156,0.0671755,yolo11l,3000,1.63221,1.6631,2.11304,2.36984
2,109.882,,1.6174,,0.2967,0.28726,0.18695,0.08665,,5.61467,,0.000648438,0.000648438,0.0341591,yolo11l,3000,1.6937,1.72043,2.19799,2.55491
3,157.784,,1.64603,,0.49672,0.45295,0.46096,0.22414,,3.4786,,0.000948815,0.000948815,0.00112612,yolo11l,3000,1.70569,1.72575,1.84681,1.9716
4,204.855,,1.58537,,0.42766,0.59961,0.45025,0.22335,,2.519,,0.00092575,0.00092575,0.00092575,yolo11l,3000,1.6656,1.69484,1.71545,1.80652
5,251.818,,1.47568,,0.50356,0.61781,0.54822,0.282,,1.70644,,0.000901,0.000901,0.000901,yolo11l,3000,1.59626,1.65752,1.70497,1.69802
6,298.719,,1.35788,,0.80011,0.71864,0.79636,0.42697,,1.18521,,0.00087625,0.00087625,0.00087625,yolo11l,3000,1.53831,1.61242,1.5809,1.64666
7,345.754,,1.31106,,0.76766,0.7757,0.79818,0.43605,,1.06419,,0.0008515,0.0008515,0.0008515,yolo11l,3000,1.5241,1.5683,1.5617,1.60942
8,392.599,,1.21221,,0.81266,0.7639,0.82082,0.46104,,1.0386,,0.00082675,0.00082675,0.00082675,yolo11l,3000,1.47937,1.55092,1.51567,1.60756
9,439.654,,1.2251,,0.77134,0.68363,0.76903,0.42031,,1.13431,,0.000802,0.000802,0.000802,yolo11l,3000,1.47638,1.54975,1.6088,1.7051
10,486.535,,1.14952,,0.79688,0.81997,0.83663,0.47257,,0.98413,,0.00077725,0.00077725,0.00077725,yolo11l,3000,1.44584,1.53151,1.49943,1.54845
11,533.254,,1.12007,,0.84699,0.82636,0.88259,0.52803,,0.89376,,0.0007525,0.0007525,0.0007525,yolo11l,3000,1.4145,1.50814,1.39844,1.49613
12,580.159,,1.06421,,0.82766,0.84568,0.88079,0.51919,,0.89495,,0.00072775,0.00072775,0.00072775,yolo11l,3000,1.3917,1.49419,1.40541,1.51677
13,626.864,,1.05766,,0.83861,0.81112,0.85352,0.5128,,0.92378,,0.000703,0.000703,0.000703,yolo11l,3000,1.35026,1.46007,1.41631,1.49617
14,673.932,,1.02032,,0.81799,0.8312,0.86316,0.51352,,0.90983,,0.00067825,0.00067825,0.00067825,yolo11l,3000,1.35673,1.47185,1.38192,1.48772
15,720.777,,1.00219,,0.87991,0.85047,0.90543,0.56069,,0.7932,,0.0006535,0.0006535,0.0006535,yolo11l,3000,1.33326,1.45871,1.36976,1.456
16,767.85,,0.97236,,0.86117,0.86867,0.89309,0.55033,,0.7965,,0.00062875,0.00062875,0.00062875,yolo11l,3000,1.32667,1.44572,1.33175,1.42833
17,814.376,,0.93888,,0.87975,0.84572,0.90022,0.5565,,0.77894,,0.000604,0.000604,0.000604,yolo11l,3000,1.29854,1.42932,1.34627,1.43759
18,861.042,,0.92619,,0.87429,0.85866,0.90346,0.54502,,0.78791,,0.00057925,0.00057925,0.00057925,yolo11l,3000,1.27403,1.41339,1.35939,1.46477
19,907.618,,0.91449,,0.87293,0.90162,0.91853,0.57761,,0.72544,,0.0005545,0.0005545,0.0005545,yolo11l,3000,1.27136,1.41588,1.31931,1.42885
20,954.521,,0.87015,,0.89587,0.90137,0.9285,0.5828,,0.69483,,0.00052975,0.00052975,0.00052975,yolo11l,3000,1.2512,1.40396,1.31821,1.39349
21,1001.18,,0.86441,,0.90905,0.8785,0.92193,0.58068,,0.71977,,0.000505,0.000505,0.000505,yolo11l,3000,1.22765,1.38051,1.33003,1.43781
22,1047.69,,0.87624,,0.90602,0.90573,0.93252,0.59152,,0.70349,,0.00048025,0.00048025,0.00048025,yolo11l,3000,1.24065,1.40117,1.27379,1.39147
23,1094.59,,0.84652,,0.90536,0.91284,0.93274,0.59326,,0.6635,,0.0004555,0.0004555,0.0004555,yolo11l,3000,1.24919,1.38959,1.26861,1.37566
24,1141.31,,0.83324,,0.91577,0.89769,0.93524,0.5974,,0.66822,,0.00043075,0.00043075,0.00043075,yolo11l,3000,1.21124,1.36391,1.27849,1.39522
25,1188.03,,0.83358,,0.87926,0.90212,0.92322,0.59408,,0.68229,,0.000406,0.000406,0.000406,yolo11l,3000,1.20502,1.36376,1.25556,1.37429
26,1234.7,,0.78524,,0.89208,0.92081,0.9355,0.61292,,0.64809,,0.00038125,0.00038125,0.00038125,yolo11l,3000,1.19168,1.35122,1.24754,1.3685
27,1281.62,,0.78614,,0.90736,0.90573,0.93744,0.61313,,0.63747,,0.0003565,0.0003565,0.0003565,yolo11l,3000,1.1817,1.35154,1.22663,1.35559
28,1328.23,,0.77455,,0.91641,0.90999,0.9411,0.62075,,0.62587,,0.00033175,0.00033175,0.00033175,yolo11l,3000,1.15447,1.33453,1.22031,1.35071
29,1374.92,,0.74405,,0.91966,0.92179,0.94282,0.62029,,0.60952,,0.000307,0.000307,0.000307,yolo11l,3000,1.14729,1.32871,1.22526,1.35426
30,1421.72,,0.7488,,0.92319,0.9154,0.94682,0.61847,,0.61048,,0.00028225,0.00028225,0.00028225,yolo11l,3000,1.15532,1.34036,1.24006,1.36301
31,1469.28,,0.59163,,0.91441,0.92425,0.94694,0.63308,,0.59356,,0.0002575,0.0002575,0.0002575,yolo11l,3000,1.10885,1.29638,1.19953,1.32366
32,1516.18,,0.55269,,0.93168,0.92565,0.94931,0.6346,,0.59051,,0.00023275,0.00023275,0.00023275,yolo11l,3000,1.07459,1.28083,1.18987,1.33335
33,1562.56,,0.54325,,0.92595,0.92873,0.95224,0.64569,,0.57374,,0.000208,0.000208,0.000208,yolo11l,3000,1.05471,1.25611,1.17562,1.32534
34,1609.11,,0.52055,,0.93049,0.935,0.95884,0.64524,,0.57108,,0.00018325,0.00018325,0.00018325,yolo11l,3000,1.04116,1.25075,1.18698,1.32242
35,1656.05,,0.51927,,0.93712,0.93458,0.95847,0.65266,,0.5575,,0.0001585,0.0001585,0.0001585,yolo11l,3000,1.02751,1.24182,1.16914,1.32257
36,1702.61,,0.49713,,0.93716,0.93894,0.9609,0.65241,,0.5464,,0.00013375,0.00013375,0.00013375,yolo11l,3000,0.99836,1.21716,1.1731,1.31127
37,1750.94,,0.49127,,0.94485,0.94097,0.96104,0.6597,,0.53716,,0.000109,0.000109,0.000109,yolo11l,3000,0.98312,1.21658,1.15756,1.29872
38,1799.24,,0.48922,,0.93027,0.93843,0.95953,0.6577,,0.53529,,8.425e-05,8.425e-05,8.425e-05,yolo11l,3000,0.98984,1.21765,1.14423,1.30052
39,1847.58,,0.47459,,0.94022,0.94097,0.96477,0.66814,,0.52294,,5.95e-05,5.95e-05,5.95e-05,yolo11l,3000,0.96251,1.19638,1.13576,1.28654
40,1896.11,,0.46531,,0.93879,0.94295,0.9626,0.66366,,0.52206,,3.475e-05,3.475e-05,3.475e-05,yolo11l,3000,0.95814,1.19101,1.14098,1.29105
